battleTime,boatBattleSide,boatBattleWon,deckSelection,isHostedMatch,isLadderTournament,newTowersDestroyed,prevTowersDestroyed,remainingTowers,type,gameMode_id,gameMode_name,arena_id,arena_name,team_crowns,team_kingTowerHitPoints,team_name,team_princessTowersHitPoints_1,team_princessTowersHitPoints_2,team_startingTrophies,team_tag,team_trophyChange,team_clan_badgeId,team_clan_name,team_clan_tag,team_cards_id,team_cards_level,team_cards_maxLevel,team_cards_name,team_cards_starLevel,team_cards_iconUrls_medium,opponent_crowns,opponent_kingTowerHitPoints,opponent_name,opponent_princessTowersHitPoints_1,opponent_princessTowersHitPoints_2,opponent_startingTrophies,opponent_tag,opponent_trophyChange,opponent_clan_badgeId,opponent_clan_name,opponent_clan_tag,opponent_cards_id,opponent_cards_level,opponent_cards_maxLevel,opponent_cards_name,opponent_cards_starLevel,opponent_cards_iconUrls_medium,raw_file_name
20220610T234319.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,*Stevie*,1928,,,#YLY8GJ0LY,,16000024,Landeier NF,#20YCPGC,26000037,5,6,Inferno Dragon,2,https://api-assets.clashroyale.com/cards/300/y5HDbKtTbWG6En6TGWU0xoVIGs1-iQpIP4HC-VM7u8A.png,1,6999,R-Dawg,888,3579,5542,#QCC802L8,,16000154,CHOO CHOO,#YYYVRPV9,28000002,6,9,Rage,,https://api-assets.clashroyale.com/cards/300/bGP21OOmcpHMJ5ZA79bHVV2D-NzPtDkvBskCNJb7pg0.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234319.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,*Stevie*,1928,,,#YLY8GJ0LY,,16000024,Landeier NF,#20YCPGC,26000037,5,6,Inferno Dragon,2,https://api-assets.clashroyale.com/cards/300/y5HDbKtTbWG6En6TGWU0xoVIGs1-iQpIP4HC-VM7u8A.png,1,6999,Dorr4n2522,888,3579,,#8QJJY0R0U,,16000154,CHOO CHOO,#YYYVRPV9,26000001,11,14,Archers,,https://api-assets.clashroyale.com/cards/300/W4Hmp8MTSdXANN8KdblbtHwtsbt0o749BbxNqmJYfA8.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234319.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,*Stevie*,1928,,,#YLY8GJ0LY,,16000024,Landeier NF,#20YCPGC,26000037,5,6,Inferno Dragon,2,https://api-assets.clashroyale.com/cards/300/y5HDbKtTbWG6En6TGWU0xoVIGs1-iQpIP4HC-VM7u8A.png,1,6999,Dorr4n2522,888,3579,,#8QJJY0R0U,,16000154,CHOO CHOO,#YYYVRPV9,27000002,11,14,Mortar,,https://api-assets.clashroyale.com/cards/300/lPOSw6H7YOHq2miSCrf7ZDL3ANjhJdPPDYOTujdNrVE.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234319.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,*Stevie*,1928,,,#YLY8GJ0LY,,16000024,Landeier NF,#20YCPGC,26000037,5,6,Inferno Dragon,2,https://api-assets.clashroyale.com/cards/300/y5HDbKtTbWG6En6TGWU0xoVIGs1-iQpIP4HC-VM7u8A.png,1,6999,Dorr4n2522,888,3579,,#8QJJY0R0U,,16000154,CHOO CHOO,#YYYVRPV9,28000001,14,14,Arrows,1,https://api-assets.clashroyale.com/cards/300/Flsoci-Y6y8ZFVi5uRFTmgkPnCmMyMVrU7YmmuPvSBo.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234319.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,*Stevie*,1928,,,#YLY8GJ0LY,,16000024,Landeier NF,#20YCPGC,26000037,5,6,Inferno Dragon,2,https://api-assets.clashroyale.com/cards/300/y5HDbKtTbWG6En6TGWU0xoVIGs1-iQpIP4HC-VM7u8A.png,1,6999,Dorr4n2522,888,3579,,#8QJJY0R0U,,16000154,CHOO CHOO,#YYYVRPV9,26000026,3,6,Princess,,https://api-assets.clashroyale.com/cards/300/bAwMcqp9EKVIKH3ZLm_m0MqZFSG72zG-vKxpx8aKoVs.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234319.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,*Stevie*,1928,,,#YLY8GJ0LY,,16000024,Landeier NF,#20YCPGC,26000037,5,6,Inferno Dragon,2,https://api-assets.clashroyale.com/cards/300/y5HDbKtTbWG6En6TGWU0xoVIGs1-iQpIP4HC-VM7u8A.png,1,6999,Dorr4n2522,888,3579,,#8QJJY0R0U,,16000154,CHOO CHOO,#YYYVRPV9,28000008,14,14,Zap,1,https://api-assets.clashroyale.com/cards/300/7dxh2-yCBy1x44GrBaL29vjqnEEeJXHEAlsi5g6D1eY.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234319.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,*Stevie*,1928,,,#YLY8GJ0LY,,16000024,Landeier NF,#20YCPGC,26000037,5,6,Inferno Dragon,2,https://api-assets.clashroyale.com/cards/300/y5HDbKtTbWG6En6TGWU0xoVIGs1-iQpIP4HC-VM7u8A.png,1,6999,Dorr4n2522,888,3579,,#8QJJY0R0U,,16000154,CHOO CHOO,#YYYVRPV9,26000054,6,9,Cannon Cart,,https://api-assets.clashroyale.com/cards/300/aqwxRz8HXzqlMCO4WMXNA1txynjXTsLinknqsgZLbok.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234319.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,*Stevie*,1928,,,#YLY8GJ0LY,,16000024,Landeier NF,#20YCPGC,26000037,5,6,Inferno Dragon,2,https://api-assets.clashroyale.com/cards/300/y5HDbKtTbWG6En6TGWU0xoVIGs1-iQpIP4HC-VM7u8A.png,1,6999,Dorr4n2522,888,3579,,#8QJJY0R0U,,16000154,CHOO CHOO,#YYYVRPV9,26000059,10,12,Royal Hogs,,https://api-assets.clashroyale.com/cards/300/ASSQJG_MoVq9e81HZzo4bynMnyLNpNJMfSLb3hqydOw.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234319.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,*Stevie*,1928,,,#YLY8GJ0LY,,16000024,Landeier NF,#20YCPGC,26000037,5,6,Inferno Dragon,2,https://api-assets.clashroyale.com/cards/300/y5HDbKtTbWG6En6TGWU0xoVIGs1-iQpIP4HC-VM7u8A.png,1,6999,Dorr4n2522,888,3579,,#8QJJY0R0U,,16000154,CHOO CHOO,#YYYVRPV9,26000025,5,9,Guards,,https://api-assets.clashroyale.com/cards/300/1ArKfLJxYo6_NU_S9cAeIrfbXqWH0oULVJXedxBXQlU.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000072,4,4,Archer Queen,,https://api-assets.clashroyale.com/cards/300/p7OQmOAFTery7zCzlpDdm-LOD1kINTm42AwIHchZfWk.png,1,6999,Mortigp,3066,3360,5708,#JPV0J0JJ,,16000032,GatitasFuriosas,#YQGLGVV2,28000004,9,9,Goblin Barrel,3,https://api-assets.clashroyale.com/cards/300/CoZdp5PpsTH858l212lAMeJxVJ0zxv9V-f5xC8Bvj5g.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000072,4,4,Archer Queen,,https://api-assets.clashroyale.com/cards/300/p7OQmOAFTery7zCzlpDdm-LOD1kINTm42AwIHchZfWk.png,1,6999,Mortigp,3066,3360,5708,#JPV0J0JJ,,16000032,GatitasFuriosas,#YQGLGVV2,28000011,6,6,The Log,1,https://api-assets.clashroyale.com/cards/300/_iDwuDLexHPFZ_x4_a0eP-rxCS6vwWgTs6DLauwwoaY.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000072,4,4,Archer Queen,,https://api-assets.clashroyale.com/cards/300/p7OQmOAFTery7zCzlpDdm-LOD1kINTm42AwIHchZfWk.png,1,6999,Mortigp,3066,3360,5708,#JPV0J0JJ,,16000032,GatitasFuriosas,#YQGLGVV2,27000006,14,14,Tesla,2,https://api-assets.clashroyale.com/cards/300/OiwnGrxFMNiHetYEerE-UZt0L_uYNzFY7qV_CA_OxR4.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000072,4,4,Archer Queen,,https://api-assets.clashroyale.com/cards/300/p7OQmOAFTery7zCzlpDdm-LOD1kINTm42AwIHchZfWk.png,1,6999,Mortigp,3066,3360,5708,#JPV0J0JJ,,16000032,GatitasFuriosas,#YQGLGVV2,26000026,5,6,Princess,1,https://api-assets.clashroyale.com/cards/300/bAwMcqp9EKVIKH3ZLm_m0MqZFSG72zG-vKxpx8aKoVs.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000072,4,4,Archer Queen,,https://api-assets.clashroyale.com/cards/300/p7OQmOAFTery7zCzlpDdm-LOD1kINTm42AwIHchZfWk.png,1,6999,Mortigp,3066,3360,5708,#JPV0J0JJ,,16000032,GatitasFuriosas,#YQGLGVV2,26000030,14,14,Ice Spirit,1,https://api-assets.clashroyale.com/cards/300/lv1budiafU9XmSdrDkk0NYyqASAFYyZ06CPysXKZXlA.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000072,4,4,Archer Queen,,https://api-assets.clashroyale.com/cards/300/p7OQmOAFTery7zCzlpDdm-LOD1kINTm42AwIHchZfWk.png,1,6999,Mortigp,3066,3360,5708,#JPV0J0JJ,,16000032,GatitasFuriosas,#YQGLGVV2,26000000,14,14,Knight,3,https://api-assets.clashroyale.com/cards/300/jAj1Q5rclXxU9kVImGqSJxa4wEMfEhvwNQ_4jiGUuqg.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000072,4,4,Archer Queen,,https://api-assets.clashroyale.com/cards/300/p7OQmOAFTery7zCzlpDdm-LOD1kINTm42AwIHchZfWk.png,1,6999,Mortigp,3066,3360,5708,#JPV0J0JJ,,16000032,GatitasFuriosas,#YQGLGVV2,26000041,14,14,Goblin Gang,3,https://api-assets.clashroyale.com/cards/300/NHflxzVAQT4oAz7eDfdueqpictb5vrWezn1nuqFhE4w.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000072,4,4,Archer Queen,,https://api-assets.clashroyale.com/cards/300/p7OQmOAFTery7zCzlpDdm-LOD1kINTm42AwIHchZfWk.png,1,6999,Mortigp,3066,3360,5708,#JPV0J0JJ,,16000032,GatitasFuriosas,#YQGLGVV2,28000003,11,12,Rocket,,https://api-assets.clashroyale.com/cards/300/Ie07nQNK9CjhKOa4-arFAewi4EroqaA-86Xo7r5tx94.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000072,4,4,Archer Queen,,https://api-assets.clashroyale.com/cards/300/p7OQmOAFTery7zCzlpDdm-LOD1kINTm42AwIHchZfWk.png,1,6999,Mariosecundario,3066,3360,,#PJ9YPCUCY,,16000032,GatitasFuriosas,#YQGLGVV2,28000015,7,9,Barbarian Barrel,,https://api-assets.clashroyale.com/cards/300/Gb0G1yNy0i5cIGUHin8uoFWxqntNtRPhY_jeMXg7HnA.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000072,4,4,Archer Queen,,https://api-assets.clashroyale.com/cards/300/p7OQmOAFTery7zCzlpDdm-LOD1kINTm42AwIHchZfWk.png,1,6999,Mariosecundario,3066,3360,,#PJ9YPCUCY,,16000032,GatitasFuriosas,#YQGLGVV2,28000004,9,9,Goblin Barrel,2,https://api-assets.clashroyale.com/cards/300/CoZdp5PpsTH858l212lAMeJxVJ0zxv9V-f5xC8Bvj5g.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000072,4,4,Archer Queen,,https://api-assets.clashroyale.com/cards/300/p7OQmOAFTery7zCzlpDdm-LOD1kINTm42AwIHchZfWk.png,1,6999,Mariosecundario,3066,3360,,#PJ9YPCUCY,,16000032,GatitasFuriosas,#YQGLGVV2,26000046,3,6,Bandit,,https://api-assets.clashroyale.com/cards/300/QWDdXMKJNpv0go-HYaWQWP6p8uIOHjqn-zX7G0p3DyM.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000072,4,4,Archer Queen,,https://api-assets.clashroyale.com/cards/300/p7OQmOAFTery7zCzlpDdm-LOD1kINTm42AwIHchZfWk.png,1,6999,Mariosecundario,3066,3360,,#PJ9YPCUCY,,16000032,GatitasFuriosas,#YQGLGVV2,26000005,14,14,Minions,2,https://api-assets.clashroyale.com/cards/300/yHGpoEnmUWPGV_hBbhn-Kk-Bs838OjGzWzJJlQpQKQA.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000072,4,4,Archer Queen,,https://api-assets.clashroyale.com/cards/300/p7OQmOAFTery7zCzlpDdm-LOD1kINTm42AwIHchZfWk.png,1,6999,Mariosecundario,3066,3360,,#PJ9YPCUCY,,16000032,GatitasFuriosas,#YQGLGVV2,26000040,11,12,Dart Goblin,2,https://api-assets.clashroyale.com/cards/300/BmpK3bqEAviflqHCdxxnfm-_l3pRPJw3qxHkwS55nCY.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000072,4,4,Archer Queen,,https://api-assets.clashroyale.com/cards/300/p7OQmOAFTery7zCzlpDdm-LOD1kINTm42AwIHchZfWk.png,1,6999,Mariosecundario,3066,3360,,#PJ9YPCUCY,,16000032,GatitasFuriosas,#YQGLGVV2,27000006,11,14,Tesla,,https://api-assets.clashroyale.com/cards/300/OiwnGrxFMNiHetYEerE-UZt0L_uYNzFY7qV_CA_OxR4.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000072,4,4,Archer Queen,,https://api-assets.clashroyale.com/cards/300/p7OQmOAFTery7zCzlpDdm-LOD1kINTm42AwIHchZfWk.png,1,6999,Mariosecundario,3066,3360,,#PJ9YPCUCY,,16000032,GatitasFuriosas,#YQGLGVV2,26000010,12,14,Skeletons,2,https://api-assets.clashroyale.com/cards/300/oO7iKMU5m0cdxhYPZA3nWQiAUh2yoGgdThLWB1rVSec.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000072,4,4,Archer Queen,,https://api-assets.clashroyale.com/cards/300/p7OQmOAFTery7zCzlpDdm-LOD1kINTm42AwIHchZfWk.png,1,6999,Mariosecundario,3066,3360,,#PJ9YPCUCY,,16000032,GatitasFuriosas,#YQGLGVV2,26000017,9,12,Wizard,1,https://api-assets.clashroyale.com/cards/300/Mej7vnv4H_3p_8qPs_N6_GKahy6HDr7pU7i9eTHS84U.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000085,9,9,Electro Giant,1,https://api-assets.clashroyale.com/cards/300/_uChZkNHAMq6tPb3v6A49xinOe3CnhjstOhG6OZbPYc.png,1,6999,Mortigp,3066,3360,5708,#JPV0J0JJ,,16000032,GatitasFuriosas,#YQGLGVV2,28000004,9,9,Goblin Barrel,3,https://api-assets.clashroyale.com/cards/300/CoZdp5PpsTH858l212lAMeJxVJ0zxv9V-f5xC8Bvj5g.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000085,9,9,Electro Giant,1,https://api-assets.clashroyale.com/cards/300/_uChZkNHAMq6tPb3v6A49xinOe3CnhjstOhG6OZbPYc.png,1,6999,Mortigp,3066,3360,5708,#JPV0J0JJ,,16000032,GatitasFuriosas,#YQGLGVV2,28000011,6,6,The Log,1,https://api-assets.clashroyale.com/cards/300/_iDwuDLexHPFZ_x4_a0eP-rxCS6vwWgTs6DLauwwoaY.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000085,9,9,Electro Giant,1,https://api-assets.clashroyale.com/cards/300/_uChZkNHAMq6tPb3v6A49xinOe3CnhjstOhG6OZbPYc.png,1,6999,Mortigp,3066,3360,5708,#JPV0J0JJ,,16000032,GatitasFuriosas,#YQGLGVV2,27000006,14,14,Tesla,2,https://api-assets.clashroyale.com/cards/300/OiwnGrxFMNiHetYEerE-UZt0L_uYNzFY7qV_CA_OxR4.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000085,9,9,Electro Giant,1,https://api-assets.clashroyale.com/cards/300/_uChZkNHAMq6tPb3v6A49xinOe3CnhjstOhG6OZbPYc.png,1,6999,Mortigp,3066,3360,5708,#JPV0J0JJ,,16000032,GatitasFuriosas,#YQGLGVV2,26000026,5,6,Princess,1,https://api-assets.clashroyale.com/cards/300/bAwMcqp9EKVIKH3ZLm_m0MqZFSG72zG-vKxpx8aKoVs.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000085,9,9,Electro Giant,1,https://api-assets.clashroyale.com/cards/300/_uChZkNHAMq6tPb3v6A49xinOe3CnhjstOhG6OZbPYc.png,1,6999,Mortigp,3066,3360,5708,#JPV0J0JJ,,16000032,GatitasFuriosas,#YQGLGVV2,26000030,14,14,Ice Spirit,1,https://api-assets.clashroyale.com/cards/300/lv1budiafU9XmSdrDkk0NYyqASAFYyZ06CPysXKZXlA.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000085,9,9,Electro Giant,1,https://api-assets.clashroyale.com/cards/300/_uChZkNHAMq6tPb3v6A49xinOe3CnhjstOhG6OZbPYc.png,1,6999,Mortigp,3066,3360,5708,#JPV0J0JJ,,16000032,GatitasFuriosas,#YQGLGVV2,26000000,14,14,Knight,3,https://api-assets.clashroyale.com/cards/300/jAj1Q5rclXxU9kVImGqSJxa4wEMfEhvwNQ_4jiGUuqg.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000085,9,9,Electro Giant,1,https://api-assets.clashroyale.com/cards/300/_uChZkNHAMq6tPb3v6A49xinOe3CnhjstOhG6OZbPYc.png,1,6999,Mortigp,3066,3360,5708,#JPV0J0JJ,,16000032,GatitasFuriosas,#YQGLGVV2,26000041,14,14,Goblin Gang,3,https://api-assets.clashroyale.com/cards/300/NHflxzVAQT4oAz7eDfdueqpictb5vrWezn1nuqFhE4w.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
20220610T234004.000Z,,,collection,false,false,,,,casual2v2,72000023,TeamVsTeamLadder,54000061,Arena 2,0,7690,cholo the best3,2783,,5199,#ULUYY09L,,16000124,SantiagoOG1,#LUP2UUVV,26000085,9,9,Electro Giant,1,https://api-assets.clashroyale.com/cards/300/_uChZkNHAMq6tPb3v6A49xinOe3CnhjstOhG6OZbPYc.png,1,6999,Mortigp,3066,3360,5708,#JPV0J0JJ,,16000032,GatitasFuriosas,#YQGLGVV2,28000003,11,12,Rocket,,https://api-assets.clashroyale.com/cards/300/Ie07nQNK9CjhKOa4-arFAewi4EroqaA-86Xo7r5tx94.png,file:///home/ricardo/Documentos/Desenvolvimento/SparkETL_ClashRoyale/ETL_files/data/%23YLY8GJ0LY_2022-06-10%2021%2058%2049.140126.json
